username,event_timestamp,event_name,platform,status,ip_address,description,direct_privileges,effective_privileges,inheritance_chain,analyst_context,confidence_level
don.md,2025-10-28 00:00:00,Console Login,Active Directory,Success,10.10.194.123,Access to resource: \\corp\Finance\Reports.,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins",GG-Domain-Admins,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins -> GG-Infra-Ops, GG-Domain-Admins -> GG-Domain-Admins",No anomalies detected. Access parameters match baseline profile.,Medium
don.md,2025-10-28 00:00:00,Console Login,Okta,Success,10.169.238.107,Access to resource: \\corp\Finance\Reports.,"AWS SSO, GitHub Enterprise, ServiceNow, Slack, CyberArk, Okta Admin Console",Okta Admin Console,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
matthew.moon,2025-10-23 17:18:02,Console Login,AWS IAM,Success,10.118.147.181,Standard authentication flow verified.,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
anthony.jones,2025-10-22 00:00:00,Console Login,Okta,Success,10.166.197.4,Standard authentication flow verified.,"Salesforce, Slack, Zoom, HubSpot",Salesforce,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
ann.phillips,2025-10-15 00:00:00,Console Login,Active Directory,Warning,208.48.76.248,Standard authentication flow verified.,"GG-HR-Staff, GG-HRIS-Access, GG-Domain-Admins",GG-Domain-Admins,"GG-HR-Staff, GG-HRIS-Access, GG-Domain-Admins -> GG-HR-Staff -> GG-Domain-Admins",No anomalies detected. Access parameters match baseline profile.,Medium
ann.phillips,2025-10-15 00:00:00,Console Login,AWS IAM,Warning,152.245.138.142,Standard authentication flow verified.,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
ann.phillips,2025-10-15 00:00:00,Console Login,Active Directory,Success,10.236.130.118,Standard authentication flow verified.,"GG-HR-Staff, GG-HRIS-Access, GG-Domain-Admins",GG-Domain-Admins,"GG-HR-Staff, GG-HRIS-Access, GG-Domain-Admins -> GG-HR-Staff -> GG-Domain-Admins",No anomalies detected. Access parameters match baseline profile.,Low
ann.phillips,2025-10-15 00:00:00,Console Login,Okta,Warning,183.14.167.41,Standard authentication flow verified.,"Workday, Slack, ServiceNow, BambooHR",Workday,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
ann.phillips,2025-10-15 00:00:00,Console Login,Okta,Success,10.80.37.114,Standard authentication flow verified.,"Workday, Slack, ServiceNow, BambooHR",Workday,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
erin.hogan,2025-10-14 00:00:00,Console Login,Okta,Success,10.88.85.126,Access to resource: GPO:Default Domain Policy.,"AWS SSO, GitHub Enterprise, ServiceNow, Slack, CyberArk, Okta Admin Console",Okta Admin Console,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
erin.hogan,2025-10-14 00:00:00,Console Login,Active Directory,Success,10.27.183.244,Access to resource: \\corp\Finance\Reports.,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins",GG-Domain-Admins,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins -> GG-Infra-Ops, GG-Domain-Admins -> GG-Domain-Admins",No anomalies detected. Access parameters match baseline profile.,Medium
erin.hogan,2025-10-14 00:00:00,Console Login,Okta,Success,10.60.122.79,Access to resource: \\corp\HR\Payroll.,"AWS SSO, GitHub Enterprise, ServiceNow, Slack, CyberArk, Okta Admin Console",Okta Admin Console,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
erin.hogan,2025-10-14 00:00:00,Console Login,Active Directory,Success,10.198.214.153,Access to resource: \\corp\IT\Scripts.,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins",GG-Domain-Admins,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins -> GG-Infra-Ops, GG-Domain-Admins -> GG-Domain-Admins",No anomalies detected. Access parameters match baseline profile.,Medium
bradley.anthony,2025-10-07 00:00:00,Console Login,Active Directory,Success,10.51.54.145,Standard authentication flow verified.,"GG-Contractors, GG-Guest-Access, GG-Domain-Admins",GG-Domain-Admins,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
henry.garner,2025-10-07 00:00:00,Console Login,Okta,Alert,10.20.183.54,Lingering session activity detected in cloud platform after HR termination date.,"Jira, Slack",Jira,Direct Assignment,Account is deactivated in HR registry (AD disabled) but remains active in cloud infrastructure.,High
bradley.anthony,2025-10-07 00:00:00,Console Login,Active Directory,Warning,193.155.149.127,Standard authentication flow verified.,"GG-Contractors, GG-Guest-Access, GG-Domain-Admins",GG-Domain-Admins,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
bradley.anthony,2025-10-07 00:00:00,Console Login,AWS IAM,Warning,148.159.187.62,Standard authentication flow verified.,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
rebekah.greene,2025-10-04 00:00:00,Console Login,AWS IAM,Alert,10.170.66.164,Lingering session activity detected in cloud platform after HR termination date.,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,Direct Assignment,Account is deactivated in HR registry (AD disabled) but remains active in cloud infrastructure.,High
nathan.nichols,2025-09-28 00:00:00,Console Login,AWS IAM,Success,10.182.192.111,Access to resource: \\corp\IT\Scripts.,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
nathan.nichols,2025-09-28 00:00:00,Console Login,AWS IAM,Success,10.203.167.8,Access to resource: iam:AttachUserPolicy.,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
evelyn.galvan,2025-09-19 00:00:00,Console Login,Okta,Success,10.20.183.54,Standard authentication flow verified.,"Salesforce, Slack, Zoom, HubSpot",Salesforce,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
roy.martin,2025-09-13 00:00:00,Console Login,Active Directory,Success,10.119.51.98,Access to resource: GPO:Default Domain Policy.,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins",GG-Domain-Admins,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins -> GG-Infra-Ops, GG-Domain-Admins -> GG-Domain-Admins",No anomalies detected. Access parameters match baseline profile.,Medium
roy.martin,2025-09-13 00:00:00,Console Login,Active Directory,Success,10.193.40.142,Access to resource: GPO:Default Domain Policy.,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins",GG-Domain-Admins,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins -> GG-Infra-Ops, GG-Domain-Admins -> GG-Domain-Admins",No anomalies detected. Access parameters match baseline profile.,Medium
roy.martin,2025-09-13 00:00:00,Console Login,Okta,Success,10.98.35.12,Access to resource: iam:AttachUserPolicy.,"AWS SSO, GitHub Enterprise, ServiceNow, Slack, CyberArk, Okta Admin Console",Okta Admin Console,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
micheal.parks,2025-09-07 00:00:00,Console Login,Okta,Alert,10.76.18.214,Lingering session activity detected in cloud platform after HR termination date.,"Jira, Slack",Jira,Direct Assignment,Account is deactivated in HR registry (AD disabled) but remains active in cloud infrastructure.,High
alexis.rogers,2025-09-05 09:07:03,Console Login,AWS IAM,Success,10.103.76.43,Standard authentication flow verified.,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
svc-produce-prod,2025-09-04 00:00:00,Console Login,AWS IAM,Warning,148.205.8.57,Standard authentication flow verified.,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
svc-produce-prod,2025-09-04 00:00:00,Console Login,Okta,Warning,125.107.87.60,Standard authentication flow verified.,None,None,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
svc-produce-prod,2025-09-04 00:00:00,Console Login,Active Directory,Warning,188.32.174.45,Standard authentication flow verified.,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access, GG-Domain-Admins",GG-Domain-Admins,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access, GG-Domain-Admins -> GG-Dev-Staff -> GG-Domain-Admins",No anomalies detected. Access parameters match baseline profile.,Medium
alfred.galvan,2025-09-02 00:00:00,Console Login,Okta,Success,10.246.190.142,Access to resource: secretsmanager:GetSecretValue.,"AWS SSO, GitHub Enterprise, ServiceNow, Slack, CyberArk",CyberArk,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
alfred.galvan,2025-09-02 00:00:00,Console Login,AWS IAM,Success,10.214.82.210,Access to resource: \\corp\Legal\Contracts.,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
alfred.galvan,2025-09-02 00:00:00,Console Login,Okta,Warning,205.149.34.61,Standard authentication flow verified.,"AWS SSO, GitHub Enterprise, ServiceNow, Slack, CyberArk",CyberArk,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
alfred.galvan,2025-09-02 00:00:00,Console Login,AWS IAM,Warning,48.238.118.132,Standard authentication flow verified.,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
alfred.galvan,2025-09-02 00:00:00,Console Login,Active Directory,Warning,222.135.108.180,Standard authentication flow verified.,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins",GG-Domain-Admins,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins -> GG-Infra-Ops, GG-Domain-Admins -> GG-Domain-Admins",No anomalies detected. Access parameters match baseline profile.,Medium
matthew.palmer,2025-08-25 12:18:29,Console Login,AWS IAM,Success,10.60.240.14,Standard authentication flow verified.,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
micheal.parks,2025-08-10 00:00:00,Console Login,AWS IAM,Alert,10.218.4.29,Lingering session activity detected in cloud platform after HR termination date.,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,Direct Assignment,Account is deactivated in HR registry (AD disabled) but remains active in cloud infrastructure.,High
stephanie.evans,2025-08-06 00:00:00,Console Login,AWS IAM,Alert,10.26.47.163,Lingering session activity detected in cloud platform after HR termination date.,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,Direct Assignment,Account is deactivated in HR registry (AD disabled) but remains active in cloud infrastructure.,High
henry.garner,2025-08-05 16:03:38,Console Login,AWS IAM,Success,10.24.55.168,Standard authentication flow verified.,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
jeremiah.baker,2025-08-05 00:00:00,Console Login,AWS IAM,Alert,10.153.234.81,Lingering session activity detected in cloud platform after HR termination date.,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,Direct Assignment,Account is deactivated in HR registry (AD disabled) but remains active in cloud infrastructure.,High
danielle.bryant,2025-08-03 00:00:00,Console Login,AWS IAM,Alert,10.107.175.53,Lingering session activity detected in cloud platform after HR termination date.,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,Direct Assignment,Account is deactivated in HR registry (AD disabled) but remains active in cloud infrastructure.,High
rebekah.greene,2025-07-09 08:00:40,Console Login,Active Directory,Success,10.127.115.178,Standard authentication flow verified.,"GG-Contractors, GG-Guest-Access",GG-Contractors,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
ryan.peck,2025-06-26 14:35:58,Console Login,AWS IAM,Success,10.241.111.196,Standard authentication flow verified.,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
austin.gentry,2025-06-08 00:00:00,Console Login,Okta,Alert,10.28.117.211,Lingering session activity detected in cloud platform after HR termination date.,"Workday, Slack, ServiceNow, BambooHR",Workday,Direct Assignment,Account is deactivated in HR registry (AD disabled) but remains active in cloud infrastructure.,High
james.nash,2025-06-06 14:31:48,Console Login,Active Directory,Success,10.191.28.132,Standard authentication flow verified.,"GG-Contractors, GG-Guest-Access",GG-Contractors,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
jared.shaw,2025-03-01 00:00:00,Console Login,AWS IAM,Alert,10.142.248.55,Lingering session activity detected in cloud platform after HR termination date.,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,Direct Assignment,Account is deactivated in HR registry (AD disabled) but remains active in cloud infrastructure.,High
javier.ramirez,2024-12-09 00:00:00,Console Login,Okta,Alert,10.161.108.168,Lingering session activity detected in cloud platform after HR termination date.,"AWS SSO, GitHub Enterprise, ServiceNow, Slack, CyberArk, Okta Admin Console",Okta Admin Console,Direct Assignment,Account is deactivated in HR registry (AD disabled) but remains active in cloud infrastructure.,High
james.nash,2024-12-01 00:00:00,Console Login,AWS IAM,Alert,10.67.178.226,Lingering session activity detected in cloud platform after HR termination date.,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,Direct Assignment,Account is deactivated in HR registry (AD disabled) but remains active in cloud infrastructure.,High
james.nash,2024-11-30 00:00:00,Console Login,Okta,Alert,10.189.145.41,Lingering session activity detected in cloud platform after HR termination date.,"Jira, Slack",Jira,Direct Assignment,Account is deactivated in HR registry (AD disabled) but remains active in cloud infrastructure.,High
javier.ramirez,2024-11-23 00:00:00,Console Login,AWS IAM,Alert,10.205.137.17,Lingering session activity detected in cloud platform after HR termination date.,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,Direct Assignment,Account is deactivated in HR registry (AD disabled) but remains active in cloud infrastructure.,High
david.garcia,2024-03-15 00:00:00,Console Login,AWS IAM,Alert,10.229.71.109,Lingering session activity detected in cloud platform after HR termination date.,"arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess, arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess",arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,Direct Assignment,Account is deactivated in HR registry (AD disabled) but remains active in cloud infrastructure.,High
david.garcia,2024-03-10 00:00:00,Console Login,Okta,Alert,10.127.38.114,Lingering session activity detected in cloud platform after HR termination date.,"SAP S4HANA, Workday, Slack, Concur",Workday,Direct Assignment,Account is deactivated in HR registry (AD disabled) but remains active in cloud infrastructure.,High
mark.cook,2024-01-13 00:00:00,Console Login,Okta,Alert,10.152.101.40,Lingering session activity detected in cloud platform after HR termination date.,"AWS SSO, GitHub Enterprise, ServiceNow, Slack, CyberArk, Okta Admin Console",Okta Admin Console,Direct Assignment,Account is deactivated in HR registry (AD disabled) but remains active in cloud infrastructure.,High
